ID,reviews
589,"I love this place. Apart from the history, which can't be denied, it's just consistently great. We always sit @ the bar, with Billy our fav bartender, order some fish chowder, crab cakes & some Sam Adams. Can't wait to go again."
590,"I can't believe some schmuck gives this place anything less than 4 stars. The chowda is fantastic! The cornbread, served warm, fresh & moist. Oysters, Mmmmm."
591,"If someone recommends this place to you, I suggest that you disregard the recommendation and also probably any other advice they give you because they have no idea what's worth pursuing. This place was awful for three main reasons:"
592,"(1) it's way overpriced,* "
593,"(2) the food is not good (and neither are the cocktails), and"
594,(3) the staff are some of the grouchiest around. 
595,"* I don't mind paying a lot for good seafood. I easily spent $200/day on food during our stay in Massachusetts. A $30-40 lobster roll is totally reasonable in my opinion, as long as it's good. The problem with Union Oyster is that they charge at the very high-end of the range for seafood and deliver at the very low-end of the range in taste. "
596,We tried the following: 
597,"(1) a Bloody Mary, which was--no exaggeration--the worst Bloody Mary either my husband or I have ever had, and we get Bloody Marys quite frequently."
598,"(2) Pan Seared Lump Crab Cakes -- they sell MUCH better ones at Whole Foods, for far cheaper. "
599,"(3) Clam Chowder -- one of the only things we tried that was actually good (not great, but good)."
600,(4) Freshly Chucked Oysters -- they were bland and inexplicably came about 5 minutes after all of the cooked food.
601,"(5) Pan Seared Shrimp & Scallops -- pretty good, but not worth the price. I will give them that the scallops were well-cooked."
602,"We did not try, but our friends did, the Lazy Man's Lobster, and it looked pretty gross. The only person who liked it was our very drunk friend who also thinks microwave pizza is alright food to order at a restaurant. The rest of us thought it looked like greasy lobster topped with a bed of greasy breadcrumbs."
603,"There are SO MANY good places to get great lobster, oysters, scallops, and so on around Boston that there is no reason whatsoever to waste your time, money, and tastebuds at Union Oyster. Perhaps it was good a century ago, but that was likely the last time it was actually good. "
604,"Do yourself a favor and go to one of the many better options in the area. I suggest Neptune, Mare, or Yankee Lobster. If you're going to go by Union Oyster, just look at the pretty outside and be amazed at how long it's been open. Eat there only if you've recently lost your sense of taste."
605,"This is a popular restaurant for Boston and I wanted to try their lobster roll. I had the warm lobster roll but it wasn't worth the hype. It was $38 and there was not a lot of lobster meat on it. The clam chowder, shrimp & scallop rice, jade melon cocktail  was delicious. "
606,We wanted to order the seafood platter but the waiter was like that's a lot of food for 2 people since we will be ordering 3 dishes. He told us save the money. Amazing service.
607,"Came here with a large group and loved the ambiance. Ordered lots of seafood, but honestly if I came back I would just get the oysters, they were the highlight of the evening"
608,"Food outstanding...clam chowder, crab cakes, union Caesar, Lazy Man Lobster...and don't pass up the Boston Cream Pie. Waitstaff excellent we had Essen was outstanding. Our go to in Boston."
609,Free Delivery
610,$0
611, min
612,30-40
613, mins
614,"I was totally disappointed in this place. They say they are the 'oldest restaurant in America', but they sure don't act like they are proud of that or maybe they have just given up."
615,The wait staff is non-accommodating and just matter of fact in interacting with customers. I think they've been there too long and/or haven't been there long enough. The food was not great and the service was worse. My fried oysters got cold waiting on our waitress to bring cocktail sauce. The fries weren't good and the salad was very average.
616,"Do yourself a favor and stay away from this obvious tourist trap....have a Sam Adams, but save your dinner for a spot where they actually care about you and will provide good food and service."
617,"Made a lunch reservation with a friend while in Boston. Very cute establishment, bigger inside than anticipated. Lots of local historical memorabilia as the decor, which I loved. I was sad because I was still full from the day before, but ordered the shrimp cocktail and some fries to enjoy. Our server was great and we were attended to promptly during our visit. Great atmosphere and service. Highly recommend!"
618,Been coming here for years!! Always a great time. Chowder is good thick hot and heavy!! Little goes a long way. The rest of the menu has many good things however we usually only get chowder and a beer. Come give this staple a try. Love laugh and chowder
619,"Authentic chowdahhh!! Cold drinks and rich in history!! Try the Sam Adams Red Brick beer , this is only 1 of handful of places that has it!! Staple drink I get every time I come here! Places gets crowded so be prepared to sip and relax!! Live laugh drink and eat"
620,I'm not one to give out 1 star to restaurants but this had to be the worst dining experience I had on my trip to Boston! 
621,"For starters I should say that we didn't have high expectations for this place, given the ratings and reviews we saw beforehand. But the places we wanted to eat at had a very long wait time and we were starving, so we thought ""HOW BAD"" could a tourist spot on the freedom trail really be? We were honestly fine with eating just average food, but wow our food was actually terrible."
622,"Lobster Roll: We had ordered 2 lobster rolls, one for each of us. The waitress only brought us one and I'm so thankful she did. Both of us were struggling to finish our half because it was literally so nasty, we wanted to spit it out! Definitely the worst lobster roll I've had in my life and easily the worst dish I ordered on my entire trip, what a mistake! Fries were good. Cole slaw was eh. And the pickle was the grossest pickle ever - super warm, mushy, and the overall taste itself was horrible. "
623,"Oysters: Again, we weren't expecting the best oysters here. But we didn't anticipate they'd be so terrible that we would struggle to finish a half dozen between the 2 of us. They were the worst oysters I've had in my life. Which is surprising because inside they have a little oyster bar set up. Also, we ordered oysters as an appetizer like they typically are and she brought them way after we were done with our main lobster roll dish which was weird."
624,"Waitress: Terrible. She could NOT care less about us, it was extremely rude. At first I thought maybe it's a Boston thing. Nope, every service or staff member I encountered on my trip was at least 10x better than her. I get people have their days off so I'm okay, but especially if you're a tourist spot it would be great to put some extra attention on having friendly staff (or even average staff)."
625,"Restaurant: The place itself is great. The outside seating is nice and the inside is packed with history which is so fascinating. Unfortunately, not great enough to make up for the horrible food! This place could be really great so I hope they improve."
626,A must visit while in Boston! It is one of the oldest restaurants and a historic landmark. It's very cozy inside with a lot of character and the best waitresses.
627,The clam chowder and oysters are sooo good! This is a no frills place.
628,Oysters were fresh and cocktail sauce and horseradish was good pairing. Nothing very outstanding or bad . Waitress was really nice. 
629,Set up was definitely not 6 ft apart or anything. Felt very normal like pre covid times
630,TLDR: Tourist Trap for history buff. Do not go for food. 
631,"Quality of food is just not there. Seems like they just live on the name of being the oldest restaurant in America, and they do not care about anything else. The clam chowder was pre-made, thick kind of chowder lacking any clam flavor. Oysters, while they could have been freshly shucked, was just not have the oyster flavor. Super skinny and they provided only lemon wedges, horseradish, and cocktail sauce Caesar salad was just a plate of over-dressed wilted lettuces that doesn't have enough seasoning. What drew the line, shockingly was not the over-fried Ye Olde Seafood Platter that had nothing but onion rings, calamari, ONE fish fillet and occasional shrimps, but the mashed potatoes that tasted like nothing but processed powder potatoes with a piece of hardened gravy, and the baked beans that tasted nothing but the canned good. "
632,We left barely finishing a quarter of any of the dishes. The bill was obscenely overpriced. And the lady who served us didn't even bother asking us why. Highly NOT recommended.
633,AN ABSOLUTELY MUST DO!  ONE OF THE BEST BARGAINS IN BOSTON! UNION OYSTER HOUSE IS THE OLDEST RESTAURANT IN THE USA & HAS TO BE ON EVERYONE'S BUCKET LIST TO VISIT AT LEAST ONCE IN THEIR LIFETIME. It was etablished in 1826. It is the oldest standing brick building in Boston & more than 250 years old. You come here for THE EXPERIENCE not for the Food! The Restaurant is unlike any other Restaurant in the World. You can see from all the mixed Reviews that The Food however is all over the Map. You HAVE to know what to order.  I'll tell you what's Good in here. They also have several Bars so you can come in here just for a Drink too. 
634,"First of all Union Oyster House is a NATIONAL HISTORIC LANDMARK. It is unique, different & unlike any other restaurant on the planet. So much History & Cool Stuff is in this place. If they had all this stuff in a Museum you'd be paying $25 just to see all these cool pieces. So that's why I say it's one of the Best Bargains. It's like you paid $25 for The Museum & got your Food for FREE! That's how I look at this place.  "
635,"The restaurant is HUGE. It takes up one entire city block. Instead of one big room inside there are many different rooms each with its own individual personality. It's like eating in multiple restaurants within the same complex. The Vibe in here is Tavern Style. You have to Scope out every room, bar, artwork, picture upstairs & street level & every inch of this place or you might miss out on something Cool. Let's start upstairs. They have President John F Kennedy's Booth when he used to dine here. They have a gold plaque commentating his favorite spot. Yes you can request that Booth to Dine if available. You will notice all the vintage wood tables & benches & floor. Be sure to look out the window to see a view of the city streets below you. And check out the inscriptions on the pieces, the decor, lighting & artwork. "
636,Now let 's go downstairs. When you enter the place you will see a Live Lobster Tank on one side and a Raw Oyster Bar on the other side.  There are multiple bars throughout the restaurant each with its own individual style. So even if you've eaten somewhere else this is a Cool Place to stop in for a Cocktail. They have some of the original Red Sox seats from Fenway Park. You might end up sitting at say booth #12 Daniel Webster - a Congressman & Senator. You may have been asleep in History Class in School but you'll be awake in here. LOL! Yes it's a Hands on History Learning Lesson where you eat & drink. Or maybe you'll end up dining in The Freedom Trail Room with miniature artwork pieces on the wall of Boston's most famous places like the midnight ride of Paul Revere & many others. You might also dine at The Sea Grille or Webster's Den. It's the Same Menu throughout the restaurant just each room is  completely different motif & experience. There is so much Cool Stuff to explore in here. If it's your first time try to go at an off day & off time so you can wander & Explore the whole place uninterrupted. 
637,THEY ALSO HAVE A MERCH SHOP WITH T SHIRTS & ALL KINDS OF MERCHANDISE WITH THEIR NAME & LOGO ON IT. 
638,"WHAT TO EAT IN HERE, "
639,"They are Famous for their Oyster Bar, & Cornbread served for FREE with their Meals. You can see by the Reviews it's a Mixed Bag from People not Liking it to Great. Because of that fact I get the same thing in here every time. It is one of their most popular items & consistently Very Good & Reasonably Priced too. Broiled Boston Schrod with Mashed Potatoes & The Corn Bread. This time I also ordered a side of Clam Chowder Skip It. It's just OK. The Next time I come here I'm ordering the same thing again The Boston Schrod & will try another side item or dessert. But like I said I feel like this is a Museum so I paid for The Museum & got my meal for FREE!  Have Fun Exploring, Learning Eating & Drinking @ The Union Ouster House in Boston! This Place is So Cool! "
640,"It used to be, you had to have Mega Bucks & be really Rich to have the Good Life, not anymore. The Game has changed. You've been Upgraded. Now You Can "
641,Live Like a King on a Limited Budget!
642,"First chowder ever, and it definitely did not disappoint! "
643,"Good crab cakes, good cornbread, good beer choices. "
644,"Guys, it's America's oldest restaurant- just go!"
645,"Union Oyster House is Americas oldest restaurant. Location was great, surrounded by many other eateries in a very chic area of beautiful Boston."
646,The service was good and the interior of the building was pretty cool.
647,"That being said, the food was very unremarkable, baked beans were similar to the kind you would find at an elementary schools cafeteria; bowl of clam chowder was nothing to write home about; cold lobster roll with a side of fries, was undoubtedly the best item, delicious sweet lobster very lightly coated with mayo, piled on a nice bun, simple."
648,"Prices weren't too bad, opted out of dessert, saved it for cannolis over at Mike's Pastry."
649,Free Delivery
650,$0
651, min
652,30-40
653, mins
654,"I had made a reservation roughly 3 weeks in advance for lunch on July 4th. There was a bit of a line to check in, but we were seated right away after I did with the hostess. "
655,"We had an upstairs ""booth"" table for four and the in-laws absolutely loved it. They really liked the vibe of the tavern-style upstairs area. To start, they dropped off some cornbread, which was really good. "
656,I had a bowl of their Clam Chowder and split the Lobster Roll with X. He had half a dozen oysters. In-laws had Fried Oysters and Fried Shrimp. Everything was great and we enjoyed our time at Union Oyster House. We finished the meal by splitting a slice of Boston Cream Pie and a round of coffees. We were all pleasantly surprised by how good the coffee was! 
657,"Service was A-OK, I think they're really understaffed. A few of the hostesses were walking around refilling glasses and bussing tables. I appreciated that they were willing to pitch in."
658,"The appeal of this place is its location and history. In terms of location, it's well situated between the Quincy market area and the north end, on a street that is usually packed on weekend evenings. As far as history, the restaurant claims to be one of the oldest in the city. The ambiance definitely tries to convey old-timey ness but it doesn't come off that authentic. The food itself is pretty standard for a mid level ""nice"" restaurant (think burgers, seafood, chowder, etc), though I think more expensive than the quality justifies."
659,"As a history teacher, I came to sit in the same spot as Daniel Webster. So many other unique features about this gem of a place though. Pamphlet of the history of their building, an exclusive Sam Adams beer that can only be found there (a brown ale), a super friendly local college student shucking oysters and making great conversation, and I didn't even get to the food yet. I was going to get the cold seafood sampler, but for a few bucks more I went all in and got the ye ole' feast (fried everything...fish, oysters, onion rings, clams, fries, and probably forgetting something else). The food was delicious. Only regret was not trying a regular oyster. Next time!"
660,Such a cool place! One of the oldest restaurants in the US! So much history here. Great service and good food!
661,"America's oldest restaurant is still serving up classic Boston fare for the masses. The interior is charming while the service harkens back to a different time. Their clam chowder is hands down the best I've eaten on either coast. Thick, creamy and tasty. The Boston baked beans are tender and sweet. I ordered the broiled scrod which is an incredibly mild, tender local fish. Squeezing some lemon juice on top makes for a perfect meal. Oh, you also get complementary cornbread. This is a must visit in Massachusetts. Next time we'll get some of the namesake oysters."
662,"So glad to finally try the oldest restaurant in America! Been hearing about the legendary establishment since I was a kid. I opted for the fried oysters (sorry I didn't take a pic), and the clam chowder. Chowder was good, wasn't as hot as I'd like so I knew the clock was ticking before it got thick and clumpy. My server was great, forgot his name but he was a tall guy, and he was server 163 or 136. Real nice guy, would definitely come back and ask for him if I knew his name."
663,The see food taste so fresh and cooked with a professional hands. The place looks historical and feels nice.
664,Free Delivery
665,$0
666, min
667,30-40
668, mins
669,"Come here for the atmosphere and history, rather than the food, which is touristy and pricey.  The complimentary cornbread is delicious but sadly will probably outshine anything else you eat here.  While scrod is a mild white fish, the version served here is void of any flavor.  Upstairs seating was closed when we were there but we were free to go check out the JFK booth and surroundings which were interesting."
670,"This is a must visit when in Boston. The history, the service, the menus everything is super cool! There is a server whose been there for many many years, if you can figure out who he is, ask him for an oyster pin and you might walk out with a cool souvenir. He served us in 2017 and again in our 2021 visit. We love the atmosphere and the bar where they shuck the oysters. Unfortunately due to covid restrictions that bar in particular is closed. Hopefully soon it will reopen. The clam chowder here is very tasty and worth the bowl."
671,The America's oldest restaurant.
672,Very historical atmosphere was there.
673,"Oysters were so fresh, but i loved clam chowder the most."
674,I also enjoyed local beer.(sam Adams)
675,The lighting that hangs over the tables is YELLOW so taking pictures that give this amazing food justice is hard!!!! 
676,"We LOVED the Union Oyster House, our server was the friendliest I believe her name was Mary and the food was superb! The oysters were in the most delicious brine and the cold lobster roll recommended by our server was so delicious, it was my first experience with a lobster roll and I Couldn't have imagined it going better. "
677,Please go here it is wonderful! 
678,"Oh and it was pretty cool to sit next to ""The Kennedy Table"" "
679,10 stars!
680,"35 minutes waiting on line at 6 pm on weekdays, 1/ clams chowder soup 2/ stuffed clams  3/ 2 LBS of Lobster waiter service you won't disappointed"
681,Historic. 
682,Almost a 200 yr old history. 
683,Can't get anymore old-school than this.  
684,That's what brought hubs here. 
685,A Maze within a maze. 
686,Friendly server. 
687,Basque Mussels starter were divine. 
688,So good- we wanted to sip the broth with a spoon. 
689,"""Warm Bread"" is actually a corn+floury square cake. "
690,My alcoholic drink tasted like kool-aid. 
691,Meaty 1/2 dozen Oysters were good. 
692,However...
693,Oyster House doesn't serve Mignonette. 
694,Their Clam Chowder contains pork (thank you for letting me know). 
695,Hubs kinda liked his. 
696,He also enjoyed his lager.
697,My fish chowder was chunky but had too much lemon(?) and made it too sour. 
698,Wrapped up with starters at this point.
699,Didn't go further with entrees. 
700,I guess you come here for the nostalgia.
701,"When visiting Boston, it's worth visiting Union Oyster House for all the history in that restaurant!"
702,"Clam chowder and crab cakes were great. The lobster roll was packed with lobster meat, but didn't have much flavor."
703,Free Delivery
704,$0
705, min
706,30-40
707, mins
708,"The fish stew is a MUST!!! Sooooo good!!!! There was a bit of a wait when we got there, so we gave them our number and went to the Holocaust Memorial a very short walk away. We were just finishing that up when we got buzzed for dinner. "
709,"We ate outside and it was lovely. After dinner we went upstairs to JFK's favorite booth for a quick photo op.  The food was great, service was fast and friendly. It's easy to see why this place has been in business for so long."
710,This restaurant is right in the middle of Boston. They are definitely pricey but the food is good! I wish they had more varieties of beers but they pretty much only had Samuel Adam's but that may just be a Boston thing! Staff were great and the food was good! The fish sandwich and fries were the amazing!
711,"Union Oyster House rides on the coattails of its history and location, and not so much its food. Not that the food is bad, by any means, but it certainly isn't much to shout about. The restaurant has an upstairs and downstairs, and there's a mix of bar seating and booth seating. The interior resembles an old timey ship, with dark wood that has been varnished and revarnished with uneven layers of lacquer, slightly uneven flooring, and low ceilings."
712,"The best part about the experience was the generous serving of cornbread they provide. We asked for seconds, and got more with no hesitations asked."
713,"I had the raw clams and raw oysters to start. They weren't bad... but I've just had more flavorful and memorable shellfish. The clam chowder was fine, and the baked beans is very sweet and molasses-y. The fried seafood platter was fried to a nice crips."
714,"Decent wine list, interesting cocktails. Come here for the vibes."
715,"Great service! Had the clam chowder, baked beans, oysters, hot lobster roll with mashed potatoes. Baked beans were very good. The hot lobster roll had a pickle on the side, lobster was nicely cooked. Best clam chowder in Boston!"
716,I enjoyed a wonderful lunch with my husband in a place where history is all around you the service is fine and humanly good. I had the fish tacos. 
717,I lived and worked in Boston for decades. It was so much fun to be a tourist in my former home. The fish was cooked perfectly the ambience was perfect and our waiter was just lovely.
718,I came for outdoor seating on a Monday night and the experience was alright. Of course things are different with COVID. The servers were friendly enough.
719,"I ordered the Pan Seared Shrimp & Scallops. The dish was served over rice with sundried tomato sauce. I have to give Union Oyster House credit for HUGE portions. I could barely finish the shrimp and scallops, and definitely couldn't finish all of the rice! "
720,"I also ordered a Corona which wasn't totally chilled. On another note, I was happy to see that the cocktail prices were perhaps lowered a bit? I remember them being $10+ pre-COVID but they're now $10."
721,"On the pricier side because of the seafood served, but so, so good! I especially loved the lobster ravioli (they have it as an appetizer and main dish). I don't think I've ever loved ravioli so much before."
722,"Definitely not the best seafood we had in Boston. I'm not sure why this place is either a love/hate, but its very American style seafood. The service was fine, very to the point, but if you come here, you have to check out the walls and all the memorabilia. The server knew we were tourists and didn't point anything out or comment, so it's really a self-driven thing. The clam chowder was also alright, while the fried foods were pretty heavily battered. The salad I got was generous, but a standard green salad. If you're visiting from out of town, there are much better places to get all these foods and more."
723,We had the most wonderful time here! From the start the waiter told us their oysters were the best. After we tasted them we couldn't disagree. We came here because of a recommendation from another restaurant down the street. They did say these were going to be the best oysters as well. 
724,"We tried a few other things on the menu like the clam chowder which was good. The crab cakes were very yummy! You will not be disappointed. Oh, and we also ordered French fries haha!"
725,"It's really not that great. We had the Boston Tea (with booze) and it was flat, with no flavor, and little ice. The fried fish was bland and not fresh. Overall not my favorite place."
726,"First meal in Boston is the most important, so why not at the union oyster house. Everything was great and the people are nice."
727,Free Delivery
728,$0
729, min
730,30-40
731, mins
732,Truly not a fan.  And that's just a learning lesson regarding tourist traps.  
733,"The nostalgia is legit, but with all the places available, this isn't my first choice. "
734,"With that said, the service is on point, located in the hot spot, and easily walking distance to other attractions."
735,"Walking the streets near Paul Revere's house is a crazy trip down americas memory lane and this restaurant fits right in. Old school digs with a dive vibe makes you feel like a Boston local. I never would have thought cheese on oysters would be a good mixture, but then I remembered cheese makes just about everything better!  Don't be scared to come out of your comfort zone every now and then, you might surprise yourself by what you find out you enjoy eating!"
736,"I know this place was supposed to be good but it just wasn't. 2/5 meals were messed up, service was awful (even considering short staffing), and the meals that werent ""messed up"" just didnt taste good. We didnt get waters until we had been sitting at the table for 15-20 minutes and we watch our food sit while it was ready just waiting for someone to bring it. Lobster roll was soggy yet dry at the same time. Expensive as this place is, we expected a lot better and will not be back. Very disappointing."
737,"Perfect location, so you pay dearly for that. "
738,"At least 20% more than other locations.  For example, lobster roll was a few pieces of lobster on a subway roll for $35"
739,The service was very good and friendly.  Pretty fast.
740,Beer choices were good
741,"All the food choices were good tasting (lobster roll, calamari, chowder, salad, seafood platter)."
742,"Caution on the ""grilled"" lobster instead of plain old boiled.  It was overly spiced."
743,"A must visit when you are in Boston! Great history and great experience inside this classic New England pub. The clam chowder was amazing as was the fish and chips. Loved the whole experience, highly recommend!"
744,We sat at the oyster bar and had incredible service! The broiled scallops were some of the best scallops I ever had and the oyster shooters were amazing. The staff was super nice and even brought out cake for my friends birthday. They really made our last day in Boston special. Thank you!
745,"I loved everything about this experience and it is an experience! The history is everywhere - it's right on the Freedom Trail. Kennedy table, the toothpick originated here... so with a place like this, you might expect the food to be underwhelming. So wrong! It was my favorite meal in Boston. I sampled the chowder everywhere we went and this was the best I had! Fantastic scallops and shrimp. Definitely stop here when you're in Boston!"
746,"This visit was a bit of a ho-hum for me. I was hungry so I was hypersensitive to the fact that the service was particularly slow. Not only was it slow, but they weren't very attentive and I was only able to have water the first time they serviced it. I was treating myself in this trip so I did get (and enjoyed thoroughly) the lobster, which I recommend. Same with the mussels, which were my favorite menu item. I finally treated myself yet again by ordering a lava cake, which is my favorite. You can imagine my disappointing and the tears that came to my eyes when the lava cake came in as overcooked. The lava cake was cooked through so the inside chocolate was solid rather than melted. I still ate it because it DID taste good, but that was a chocolate cake, not a lava cake. Overall this was average and if you happen to be here when you're hungry, it's fine but if there are alternatives I would consider trying another spot."
747,"We found this restaurant to be overrated.  The lazy mans lobster plate had more breadcrumbs then lobster.  My husbands $86 broiled lobster was very good although, again, could have gone lighter on the breadcrumbs since they just get in the way of the meat.  Although the clam chowder was good, we could have gotten some just as good at Quincy Market.  Service was below par, often trying to track someone down to fill our water glasses.  The oysters were good but we had better at Neptune's Oyster.  It was also very hot in there as a heat wave came through and they just had a couple fans in there.  Overall it was a bit of a let down."
748,2021 BOS Restaurant Week: 1st Stop
749,We randomly choose this most historical restaurant in downtown Boston as our first stop to start this year restaurant week adventure. 
750,"Restaurant week menu is not our favorite so we ordered regular dinner menu instead. Calamari doesn't taste very fresh, rice is kinda hard, feels like overcooked, and the food is very pricy compared with their quality they offered. Plus, the service is not very good, the waitress spilled food on the floor and drink on the table, she also forgot our clam chowder order. "
751,"Overall, the decoration is amazing but very touristy. It's good to take your friends here when they are visiting in town, however, I'm afraid we won't come here again. Good luck!"
752,Free Delivery
753,$0
754, min
755,30-40
756, mins
757,Really good clam chowdah!  LOL!  Thanks Natasha for the excellent service!  Really good clam chowdah!  LOL!  Thanks Natasha for the excellent service!
758,"We sat outside on a breezy day, and had Caesar Salad, and fried seafood combo platter. Good food and entertainment. Nice experience"
759,"Our hotel was around the corner so we thought we got lucky being so close to a top 20 restaurant in Boston. I called to make a reservation, & was told that we would have to come in and wait for a table. I checked Open Table & it didn't show the openings for that day. "
760,"We went into the the Union House & the first question was did you make a reservation? No, we were told you weren't taking them by the man on the phone. The man was standing right in front of us & just laughed at us when I stated this to the hostess. 45 minutes was the wait, & we were fine with it. "
761,"We toured around the neighborhood & came back when there was about ten minutes left on our wait time. I walk in & the man (who'd answered the phone & laughed at us in our faces) said I needed to check-in with the dining room host stand. I walk over following his directions & the young guy at the station tells me I have 5 minutes left to wait & that I ""need to just be patient."" I say, ""Okay, I was just told to check-in."" ‍ "
762,"We wait for a total of an hour & 20 minutes, then we're finally sat. Our server was a nice, older woman who was very gracious. We order a hot lobster roll & their seafood platter to share. "
763,"The food comes to the table & it was extremely unappetizing to say the least. Small lobster roll, with very little lobster barely filling the roll. Plate of burned seafood leaving us no idea what was what due to the very dark color of the batter which disintegrates into a flaky dusty mess every time we pick up a piece. "
764,"We eat what we can, which wasn't much & ask for the check. The server notices the amount of food we left on our plates & asks if we want a to go box. We smile & just say no, ""We'd like to leave, please."" $100 dollars later, we were finally out. Save your money & your time. Spend it somewhere else. This place overall was awful. Go to Little Italy & try the restaurants there. Rabia's Dolce"
765,Fumo was great!
766,Clam chowder was good. 
767,"Food was good, but way too expensive. $20 for two crab cakes. $2/bite. If I go back, it would just be for an appetizer of chowder, then I'd go next door for a meal."
768,"Service was poor. They were a little busy, but when it takes 25 minutes to get a refill of water and the soup, it's a little too long."
769,"The service here was phenomenal. It was our first night out post-vaccine so I know we were chaotic (we called ahead to changed our reservation time & party size TWICE and they accommodated us). We were celebrating TWO birthdays with a dinner here, and our waiter made our night. I got a gin & tonic and vodka soda, which were both well-made. I got a hot & buttered lobster roll with a side of fries, perfect for a summer night, eating dinner outside on the pa"
770,"Actually a 2 1/2 stars....Overhyped and overpriced...had the clam chowder, had better..wife somewhat enjoyed the fish and chips, had the calamari which was also OK, side of baked beans were..yeah, you guessed just OK, we went because it's a Boston thing, but will not return."
771,"We stopped here due to a recommendation made by a family member and I'm so glad we did. The place was decorated awesomely, the food was good, and we had a great server."
772,"I had the fish and chips, the table had a stuffed lobster (very expensive, $80 when we got it, but seems like a fair price for the quality), ribs, crab cakes, and the lobster roll. Everyone was very pleased with their food and the portions were pretty large."
773,"As for COVID, the restaurant did a great job of maintaining cleanliness. There were dividers between all of the table, all of our servers were wearing masks and even gloves."
774,"Our waiter, Justice, was extremely friendly and on top of filling our drinks. He was very attentive to our table and overall had a great attitude."
775,"Again, I'd have to say may favorite part of this restaurant was the decor. The Freedom Trail is depicted in 3D models that you'd have to see to understand how cool they are."
776,"Also, this place is the oldest operating restaurant in the US! Definitely a must-see."
777,It is unique...Daniel Webster was here...Paul Revere next door!  We sat at the Oyster Bar.  Shucking is hard work and we observed the probing and pounding.  Beer was cold. Oyster's  fresh so all was well.  Friendly efficient service.  The place has other dining rooms and bars that we observed but did not experience.  It is a necessary stop in Boston.
778,"Great spot for seafood.  Indoor and outdoor dining available.  Indoor seating is a walk back in time with historical decorations throughout.  Food quality is awesome, price is a bit higher as it's a touristy spot, and indoor dining is a bit of a squeeze."
779,"My friends and I visited here after getting recommended by their friends and reading the reviews. We were seated quickly and our orders were taken right away. I had the fish chowder and ye old seafood platter. For the price we paid, I was expecting the food to pack a lunch. Unfortunately, it didn't taste like anything special. Regardless, service was good. I think this restaurant was a bit overrated."
780,Free Delivery
781,$0
782, min
783,30-40
784, mins
785,"We were looking for a place to dine-in for lunch and came across this restaurant while walking along Marshall Street. There's a lot of history involved in this area, so we wanted to try it out. We dined inside and it is wayyy better than dining outside. There's a bit of a museum vibe inside and old photographs of the restaurant."
786,Drinks: Boston tea: Nice balance between the iced tea and alcohol.
787,Clam chowder: the showstopper dish. It was amazing!! It was creamy and full of flavors. I'll definitely stop by here again to get another bowl of this!
788,"Fish and chips: Generous amount of fish was included in the dish there was a side of fries. Also, a small side of Cole slaw."
789,"Overall, I recommend this place to my fellow friends who likes a bit of history. Try out the clam chowder - you will not regret it."
790,Oysters are always fresh and delicious. I'm not sure what the hype was about this place. I mean besides it being the oldest restaurant in America with cool decor the food is so so. I'd definitely go back for the oysters though!
791,"Delicious dinner, the clams, oysters, the fish and the Boston cream pie all amazing.  The service was very good and we love the ambiance and the friendly staff specially the gentleman opening and preparing the oysters. We will comeback here every time we visit Boston"
792,"My parents came here 20+ years ago and were really excited to take us to this historic restaurant during our boston trip. The history here earns the 2 stars but the food is definitely a 1 star quality. We had the famous chilled lobster roll ($40 ), ye olde seafood platter, clam and fish chowder, and a salad. Definitely underwhelming and the service was sup par. The waitress was super inattentive and seemed really irritated with us, which was disappointing since we were genuinely excited to be there. All in all, come for the historical experience but don't expect anything else!"
793,"Tried the hot lobster roll & it was so good! The bread was perfect....good bread can enhance anything ! It was butter, had a few crispy parts & yet still super soft & a little chewy. It was a ton of lobster meat & I expected to pay more to be honest. Even though I got the hot buttered version of this roll,  it wasnt greasy at all & I knew the lobster was fresh cause it was sweet & I got the smallest shell while eating ( this doesn't bother me with crab or lobster dishes bc it's almost impossible to remove the meat without getting some shell) . My service was good & although it was hot & I sat outside, my server tried to rearrange my table so it was more under the shade & I did appreciate that. Loved the fries & the coleslaw was good too. This was the perfect lunch dish & it kept me full for hours"
794,"Oldest restaurant in the country is showing its age! At noon we walked into this humming tourist trap where our foursome was seated at a table for 8, so forced to shout. Clam chowder arrived in tepid form after the overly sweet cornbread. Boston scrod was hot, but flavorless. Colonists probably didn't care but at these prices ($20+) we do!"
795,"I've been to the UOH once before and told my bf that we must go because its a place you go when you visit Boston. We had reservations at 8. I can definitely  say it was not as good as I remember. The corn cake was delicious as usual but our meals were ""Eh"". I ordered the lobster roll and something was left to be desired. He had the breaded shrimp and was not impressed. I don't know if covid-19 restrictions had anything o due with it but I won't be going back anytime I visit Boston again. The service was great though."
796,May have been a off night.    The kitchen need to step ups the game. 
797,"Very pricey IMHO for the quality of food.   Rather thin portions as well,but I am more interested in quality of food and service.   We originally sat at the bar and felt we were the ""Table Lost in Time"", or maybe the ""Invisible Couple"".  I get it,  busy bar.   "
798,"We moved to a obscure table upstairs.    The young man waiting on us was genuinely warm and inviting.  He did a good job and gets the FIVE STARS for carrying the kitchen.  As I said, the waiter was the only thing warm served that night.  The food gets a One Star and I Give it that for assuming it was a off night.    I appreciate his humor when we asked the food be returned (it was like warm at best) and he said "" at least the oysters were not warm""...we all got a chuckle on that.   I think the kitchen was upset when a half order of hot beans replaced the full order of cold beans...can't have it all.   "
